#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resource Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: http://www.wcc.nrcs.usda.gov/report_generator/report_generator_landing.htm
# 
# Support Contact: nrcsprod@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 366: Brighton, UT
# 
# Data items provided in this file:
#
# Element Name                Value Type                Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value                     None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent       Median (1981-2010)        None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent       % of median (1981-2010)   None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth                  Value                     None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Precipitation Accumulation  Value                     None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Precipitation Accumulation  Average (1981-2010)       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Precipitation Accumulation  % of average (1981-2010)  None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value                     None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value                     None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value                     None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Brighton (366) 
# Utah  SNOTEL Site - 8766 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Oct 22, 2018 8:11:38 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Median Snow Water Equivalent (1981-2010) (in) Start of Day Values,Snow Water Equivalent % of Median (1981-2010),Snow Depth (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Average Precipitation Accumulation (1981-2010) (in) Start of Day Values,Precipitation Accumulation % of Average (1981-2010),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF)
1987-09-05,0.0,0.0,,,35.3,39.1,90,,,
1987-09-06,0.0,0.0,,,35.3,39.1,90,,,
1987-09-07,0.0,0.0,,,35.3,39.2,90,,,
1987-09-08,0.0,0.0,,,35.3,39.3,90,,,
1987-09-09,0.0,0.0,,,35.3,39.3,90,,,
1987-09-10,0.0,0.0,,,35.3,39.4,90,,,
1987-09-11,0.0,0.0,,,35.3,39.5,89,,,
1987-09-12,0.0,0.0,,,35.3,39.5,89,,,
1987-09-13,0.0,0.0,,,35.3,39.5,89,,,
1987-09-14,0.0,0.0,,,35.3,39.6,89,,,
1987-09-15,0.0,0.0,,,35.3,39.7,89,,,
1987-09-16,0.0,0.0,,,35.4,39.8,89,,,
1987-09-17,0.0,0.0,,,35.4,39.9,89,,,
1987-09-18,0.0,0.0,,,35.4,40.0,89,,,
1987-09-19,0.0,0.0,,,35.4,40.1,88,,,
1987-09-20,0.0,0.0,,,35.4,40.2,88,,,
1987-09-21,0.0,0.0,,,35.4,40.2,88,,,
1987-09-22,0.0,0.0,,,35.4,40.3,88,,,
1987-09-23,0.0,0.0,,,35.4,40.4,88,,,
1987-09-24,0.0,0.0,,,35.4,40.5,87,,,
1987-09-25,0.0,0.0,,,35.4,40.5,87,,,
1987-09-26,0.0,0.0,,,35.4,40.6,87,,,
1987-09-27,0.0,0.0,,,35.4,40.6,87,,,
1987-09-28,0.0,0.0,,,35.4,40.6,87,,,
1987-09-29,0.0,0.0,,,35.4,40.6,87,,,
1987-09-30,0.0,0.0,,,35.4,40.8,87,,,
1987-10-01,0.0,0.0,,,0.0,0.0,,,,
1987-10-02,0.0,0.0,,,0.0,0.1,0,,,
1987-10-03,0.0,0.0,,,0.0,0.2,0,,,
1987-10-04,0.0,0.0,,,0.0,0.3,0,,,
1987-10-05,0.0,0.0,,,0.0,0.4,0,,,
1987-10-06,0.0,0.0,,,0.0,0.6,0,,,
1987-10-07,0.0,0.0,,,0.0,0.7,0,,,
1987-10-08,0.0,0.0,,,0.0,0.7,0,,,
1987-10-09,0.0,0.0,,,0.0,0.8,0,,,
1987-10-10,0.0,0.0,,,0.0,0.8,0,,,
1987-10-11,0.0,0.0,,,0.0,0.9,0,,,
1987-10-12,0.0,0.0,,,0.0,1.0,0,,,
1987-10-13,0.0,0.0,,,0.5,1.1,45,,,
1987-10-14,0.0,0.0,,,0.9,1.1,82,,,
1987-10-15,0.0,0.0,,,0.9,1.2,75,,,
1987-10-16,0.0,0.0,,,0.9,1.3,69,,,
1987-10-17,0.0,0.0,,,0.9,1.4,64,,,
1987-10-18,0.0,0.0,,,0.9,1.5,60,,,
1987-10-19,0.0,0.0,,,0.9,1.7,53,,,
1987-10-20,0.0,0.0,,,0.9,1.8,50,,,
1987-10-21,0.0,0.0,,,0.9,2.0,45,,,
1987-10-22,0.0,0.0,,,0.9,2.1,43,,,
1987-10-23,0.0,0.0,,,0.9,2.1,43,,,
1987-10-24,0.0,0.0,,,1.2,2.3,52,,,
1987-10-25,0.0,0.0,,,1.4,2.4,58,,,
1987-10-26,0.0,0.0,,,1.4,2.5,56,,,
1987-10-27,0.0,0.0,,,1.4,2.6,54,,,
1987-10-28,0.0,0.1,0,,1.4,2.7,52,,,
1987-10-29,0.0,0.2,0,,1.5,2.8,54,,,
1987-10-30,0.0,0.2,0,,1.9,2.9,66,,,
1987-10-31,0.0,0.4,0,,2.1,3.1,68,,,
1987-11-01,0.2,0.5,40,,2.3,3.3,70,,,
1987-11-02,0.3,0.6,50,,2.9,3.5,83,,,
1987-11-03,0.3,0.7,43,,2.9,3.7,78,,,
1987-11-04,0.2,0.8,25,,2.9,3.8,76,,,
1987-11-05,0.0,1.0,0,,2.9,3.9,74,,,
1987-11-06,0.5,1.1,45,,3.3,4.1,80,,,
1987-11-07,0.5,1.3,38,,3.4,4.2,81,,,
1987-11-08,0.6,1.4,43,,3.5,4.3,81,,,
1987-11-09,0.6,1.6,38,,3.5,4.5,78,,,
1987-11-10,0.7,1.7,41,,3.7,4.7,79,,,
1987-11-11,0.7,1.9,37,,3.7,4.8,77,,,
1987-11-12,0.7,2.0,35,,3.7,4.9,76,,,
1987-11-13,0.8,2.2,36,,3.8,5.0,76,,,
1987-11-14,1.1,2.3,48,,4.0,5.2,77,,,
1987-11-15,1.2,2.4,50,,4.2,5.4,78,,,
1987-11-16,1.2,2.5,48,,4.2,5.4,78,,,
1987-11-17,1.4,2.7,52,,4.5,5.5,82,,,
1987-11-18,1.4,2.8,50,,4.5,5.7,79,,,
1987-11-19,1.4,2.9,48,,4.6,5.9,78,,,
1987-11-20,1.5,3.0,50,,4.6,5.9,78,,,
1987-11-21,1.5,3.2,47,,4.6,6.1,75,,,
1987-11-22,1.5,3.3,45,,4.6,6.2,74,,,
1987-11-23,1.6,3.4,47,,4.6,6.4,72,,,
1987-11-24,1.8,3.5,51,,4.7,6.6,71,,,
1987-11-25,2.0,3.6,56,,4.9,6.7,73,,,
1987-11-26,2.2,3.7,59,,5.0,6.9,72,,,
1987-11-27,2.3,3.9,59,,5.0,7.1,70,,,
1987-11-28,2.3,4.0,58,,5.0,7.3,68,,,
1987-11-29,2.3,4.1,56,,5.0,7.4,68,,,
1987-11-30,2.3,4.3,53,,5.0,7.6,66,,,
1987-12-01,2.3,4.5,51,,5.0,7.6,66,,,
1987-12-02,2.4,4.6,52,,5.3,7.8,68,,,
1987-12-03,2.5,4.7,53,,5.3,7.9,67,,,
1987-12-04,2.5,4.8,52,,5.3,8.0,66,,,
1987-12-05,2.5,4.9,51,,5.3,8.2,65,,,
1987-12-06,2.5,5.0,50,,5.3,8.3,64,,,
1987-12-07,2.5,5.0,50,,5.3,8.5,62,,,
1987-12-08,3.0,5.1,59,,5.7,8.7,66,,,
1987-12-09,3.1,5.2,60,,5.9,8.9,66,,,
1987-12-10,3.3,5.2,63,,6.1,9.0,68,,,
1987-12-11,4.0,5.4,74,,6.5,9.1,71,,,
1987-12-12,4.0,5.6,71,,6.6,9.3,71,,,
1987-12-13,4.1,5.8,71,,6.6,9.4,70,,,
1987-12-14,4.1,6.0,68,,6.6,9.7,68,,,
1987-12-15,4.1,6.3,65,,6.6,9.8,67,,,
1987-12-16,4.2,6.5,65,,6.7,9.9,68,,,
1987-12-17,4.3,6.8,63,,6.8,10.0,68,,,
1987-12-18,4.3,7.0,61,,6.8,10.2,67,,,
1987-12-19,4.3,7.1,61,,6.8,10.2,67,,,
1987-12-20,4.3,7.3,59,,6.8,10.4,65,,,
1987-12-21,4.3,7.5,57,,6.9,10.5,66,,,
1987-12-22,4.6,7.6,61,,7.3,10.6,69,,,
1987-12-23,5.7,7.6,75,,8.2,10.8,76,,,
1987-12-24,6.1,7.7,79,,8.6,10.9,79,,,
1987-12-25,6.1,7.8,78,,8.6,11.0,78,,,
1987-12-26,6.1,7.9,77,,8.6,11.2,77,,,
1987-12-27,6.1,8.0,76,,8.6,11.3,76,,,
1987-12-28,6.1,8.1,75,,8.6,11.4,75,,,
1987-12-29,6.1,8.2,74,,8.6,11.5,75,,,
1987-12-30,6.5,8.3,78,,8.7,11.7,74,,,
1987-12-31,6.5,8.3,78,,8.7,11.9,73,,,
1988-01-01,6.5,8.4,77,,8.7,12.1,72,,,
1988-01-02,6.5,8.5,76,,8.7,12.3,71,,,
1988-01-03,6.5,8.6,76,,8.7,12.6,69,,,
1988-01-04,6.6,8.7,76,,8.9,12.7,70,,,
1988-01-05,6.8,8.9,76,,9.2,13.0,71,,,
1988-01-06,7.0,9.1,77,,9.5,13.3,71,,,
1988-01-07,7.1,9.3,76,,9.5,13.5,70,,,
1988-01-08,7.4,9.5,78,,9.8,13.7,72,,,
1988-01-09,7.6,9.6,79,,9.9,13.8,72,,,
1988-01-10,8.0,9.8,82,,10.3,14.1,73,,,
1988-01-11,8.2,9.9,83,,10.5,14.4,73,,,
1988-01-12,8.7,10.0,87,,10.8,14.7,73,,,
1988-01-13,8.8,10.2,86,,10.9,14.8,74,,,
1988-01-14,8.8,10.4,85,,11.0,14.9,74,,,
1988-01-15,8.9,10.5,85,,11.2,15.0,75,,,
1988-01-16,9.3,10.7,87,,11.4,15.2,75,,,
1988-01-17,9.6,10.9,88,,11.8,15.4,77,,,
1988-01-18,9.8,11.0,89,,12.0,15.5,77,,,
1988-01-19,9.9,11.2,88,,12.0,15.7,76,,,
1988-01-20,9.9,11.2,88,,12.0,15.8,76,,,
1988-01-21,10.1,11.4,89,,12.2,16.0,76,,,
1988-01-22,10.1,11.6,87,,12.2,16.1,76,,,
1988-01-23,10.2,11.8,86,,12.3,16.3,75,,,
1988-01-24,10.2,12.1,84,,12.3,16.4,75,,,
1988-01-25,10.2,12.4,82,,12.3,16.6,74,,,
1988-01-26,10.2,12.7,80,,12.3,16.8,73,,,
1988-01-27,10.2,13.0,78,,12.3,17.0,72,,,
1988-01-28,10.2,13.3,77,,12.4,17.1,73,,,
1988-01-29,10.2,13.5,76,,12.4,17.3,72,,,
1988-01-30,10.6,13.5,79,,12.9,17.4,74,,,
1988-01-31,11.0,13.6,81,,13.2,17.6,75,,,
1988-02-01,11.2,13.6,82,,13.2,17.7,75,,,
1988-02-02,11.2,13.7,82,,13.2,17.8,74,,,
1988-02-03,11.2,13.7,82,,13.2,17.9,74,,,
1988-02-04,11.1,13.8,80,,13.2,18.1,73,,,
1988-02-05,11.1,13.9,80,,13.2,18.1,73,,,
1988-02-06,11.1,14.0,79,,13.2,18.2,73,,,
1988-02-07,11.1,14.2,78,,13.2,18.3,72,,,
1988-02-08,11.1,14.3,78,,13.4,18.4,73,,,
1988-02-09,11.2,14.4,78,,13.6,18.6,73,,,
1988-02-10,12.1,14.6,83,,14.2,18.8,76,,,
1988-02-11,12.1,14.7,82,,14.2,18.9,75,,,
1988-02-12,12.1,14.8,82,,14.2,19.1,74,,,
1988-02-13,12.1,14.9,81,,14.3,19.2,74,,,
1988-02-14,12.4,15.0,83,,14.5,19.4,75,,,
1988-02-15,12.4,15.2,82,,14.6,19.6,74,,,
1988-02-16,12.7,15.5,82,,14.8,19.8,75,,,
1988-02-17,12.8,15.7,82,,14.8,19.9,74,,,
1988-02-18,12.8,16.0,80,,14.9,20.1,74,,,
1988-02-19,12.9,16.2,80,,14.9,20.3,73,,,
1988-02-20,12.9,16.4,79,,15.0,20.5,73,,,
1988-02-21,12.9,16.6,78,,15.0,20.8,72,,,
1988-02-22,12.9,16.7,77,,15.1,20.9,72,,,
1988-02-23,12.9,16.8,77,,15.1,21.1,72,,,
1988-02-24,12.9,16.9,76,,15.1,21.2,71,,,
1988-02-25,12.9,17.1,75,,15.1,21.5,70,,,
1988-02-26,12.9,17.3,75,,15.1,21.6,70,,,
1988-02-27,12.9,17.4,74,,15.1,21.8,69,,,
1988-02-28,12.9,17.6,73,,15.1,21.9,69,,,
1988-02-29,12.9,17.7,73,,15.1,22.0,69,,,
1988-03-01,12.9,17.8,72,,15.4,22.1,70,,,
1988-03-02,13.1,17.9,73,,15.5,22.3,70,,,
1988-03-03,13.2,18.0,73,,15.5,22.3,70,,,
1988-03-04,13.2,18.1,73,,15.5,22.5,69,,,
1988-03-05,13.2,18.2,73,,15.5,22.7,68,,,
1988-03-06,13.2,18.3,72,,15.6,22.9,68,,,
1988-03-07,14.1,18.5,76,,16.2,23.0,70,,,
1988-03-08,14.2,18.7,76,,16.2,23.1,70,,,
1988-03-09,14.2,18.8,76,,16.5,23.2,71,,,
1988-03-10,14.6,19.0,77,,16.7,23.4,71,,,
1988-03-11,15.0,19.1,79,,17.0,23.6,72,,,
1988-03-12,15.2,19.3,79,,17.0,23.7,72,,,
1988-03-13,15.2,19.5,78,,17.0,23.8,71,,,
1988-03-14,15.2,19.5,78,,17.0,23.9,71,,,
1988-03-15,15.3,19.6,78,,17.4,24.1,72,,,
1988-03-16,15.8,19.6,81,,17.7,24.2,73,,,
1988-03-17,15.8,19.6,81,,17.7,24.4,73,,,
1988-03-18,15.8,19.7,80,,17.7,24.6,72,,,
1988-03-19,15.8,19.8,80,,17.7,24.7,72,,,
1988-03-20,15.8,19.9,79,,17.7,24.9,71,,,
1988-03-21,15.8,20.0,79,,17.8,24.9,71,,,
1988-03-22,15.8,20.1,79,,17.8,25.1,71,,,
1988-03-23,15.8,20.3,78,,17.8,25.2,71,,,
1988-03-24,15.9,20.4,78,,18.1,25.4,71,,,
1988-03-25,15.9,20.6,77,,18.3,25.6,71,,,
1988-03-26,16.0,20.7,77,,18.3,25.7,71,,,
1988-03-27,16.0,20.9,77,,18.3,25.8,71,,,
1988-03-28,16.0,21.1,76,,18.3,26.0,70,,,
1988-03-29,16.3,21.3,77,,18.4,26.2,70,,,
1988-03-30,16.5,21.6,76,,18.7,26.4,71,,,
1988-03-31,16.9,21.8,78,,18.8,26.5,71,,,
1988-04-01,17.2,22.1,78,,18.8,26.6,71,,,
1988-04-02,17.2,22.4,77,,18.9,26.8,71,,,
1988-04-03,17.2,22.6,76,,19.0,27.0,70,,,
1988-04-04,17.3,22.8,76,,19.2,27.1,71,,,
1988-04-05,17.3,23.0,75,,19.2,27.3,70,,,
1988-04-06,17.3,23.3,74,,19.2,27.4,70,,,
1988-04-07,17.3,23.4,74,,19.2,27.5,70,,,
1988-04-08,17.3,23.5,74,,19.2,27.7,69,,,
1988-04-09,17.3,23.6,73,,19.2,27.8,69,,,
1988-04-10,17.3,23.6,73,,19.2,28.0,69,,,
1988-04-11,16.6,23.5,71,,19.2,28.1,68,,,
1988-04-12,16.1,23.5,69,,19.2,28.2,68,,,
1988-04-13,15.8,23.5,67,,19.3,28.3,68,,,
1988-04-14,15.5,23.4,66,,19.3,28.3,68,,,
1988-04-15,15.4,23.3,66,,19.6,28.5,69,,,
1988-04-16,15.1,23.1,65,,19.6,28.6,69,,,
1988-04-17,14.8,23.0,64,,19.6,28.7,68,,,
1988-04-18,14.2,22.7,63,,19.6,28.9,68,,,
1988-04-19,14.0,22.3,63,,19.7,29.1,68,,,
1988-04-20,13.7,22.0,62,,19.9,29.2,68,,,
1988-04-21,14.0,21.6,65,,20.3,29.3,69,,,
1988-04-22,14.3,21.3,67,,20.6,29.5,70,,,
1988-04-23,14.6,20.9,70,,21.0,29.6,71,,,
1988-04-24,14.7,20.6,71,,21.0,29.7,71,,,
1988-04-25,14.7,20.4,72,,21.3,29.8,71,,,
1988-04-26,15.4,20.2,76,,21.4,30.0,71,,,
1988-04-27,15.3,20.1,76,,21.6,30.1,72,,,
1988-04-28,15.0,20.0,75,,21.7,30.2,72,,,
1988-04-29,15.0,20.1,75,,21.7,30.4,71,,,
1988-04-30,14.3,20.2,71,,21.7,30.5,71,,,
1988-05-01,14.2,20.3,70,,21.7,30.6,71,,,
1988-05-02,14.7,20.3,72,,21.9,30.8,71,,,
1988-05-03,14.7,20.1,73,,21.9,30.9,71,,,
1988-05-04,14.5,19.8,73,,22.0,31.1,71,,,
1988-05-05,14.1,19.4,73,,22.0,31.3,70,,,
1988-05-06,13.8,18.8,73,,22.0,31.4,70,,,
1988-05-07,14.2,18.2,78,,22.4,31.5,71,,,
1988-05-08,14.4,17.4,83,,22.6,31.7,71,,,
1988-05-09,14.5,16.5,88,,22.6,31.8,71,,,
1988-05-10,14.5,15.6,93,,22.7,31.8,71,,,
1988-05-11,13.6,14.8,92,,22.7,31.9,71,,,
1988-05-12,12.8,14.2,90,,22.8,32.1,71,,,
1988-05-13,11.4,13.5,84,,22.8,32.2,71,,,
1988-05-14,10.8,12.9,84,,22.8,32.3,71,,,
1988-05-15,9.6,12.3,78,,22.8,32.4,70,,,
1988-05-16,8.2,11.8,69,,22.8,32.5,70,,,
1988-05-17,6.5,11.1,59,,22.8,32.5,70,,,
1988-05-18,5.9,10.4,57,,23.5,32.6,72,,,
1988-05-19,4.8,9.5,51,,23.7,32.6,73,,,
1988-05-20,2.7,8.2,33,,23.7,32.7,72,,,
1988-05-21,2.0,6.9,29,,23.7,32.7,72,,,
1988-05-22,1.5,5.7,26,,23.7,32.8,72,,,
1988-05-23,0.5,4.5,11,,23.7,32.9,72,,,
1988-05-24,0.0,3.3,0,,23.7,33.0,72,,,
1988-05-25,0.0,2.2,0,,23.7,33.1,72,,,
1988-05-26,0.0,1.4,0,,23.7,33.2,71,,,
1988-05-27,0.0,0.7,0,,23.7,33.4,71,,,
1988-05-28,0.0,0.3,0,,23.7,33.4,71,,,
1988-05-29,0.0,0.1,0,,23.8,33.4,71,,,
1988-05-30,0.0,0.0,,,24.1,33.5,72,,,
1988-05-31,0.0,0.0,,,24.2,33.6,72,,,
1988-06-01,0.0,0.0,,,24.2,33.7,72,,,
1988-06-02,0.0,0.0,,,24.2,33.8,72,,,
1988-06-03,0.0,0.0,,,24.2,33.9,71,,,
1988-06-04,0.0,0.0,,,24.3,34.0,71,,,
1988-06-05,0.0,0.0,,,24.3,34.1,71,,,
1988-06-06,0.0,0.0,,,24.3,34.2,71,,,
1988-06-07,0.0,0.0,,,24.4,34.3,71,,,
1988-06-08,0.0,0.0,,,24.4,34.4,71,,,
1988-06-09,0.0,0.0,,,24.4,34.5,71,,,
1988-06-10,0.0,0.0,,,24.4,34.7,70,,,
1988-06-11,0.0,0.0,,,24.4,34.8,70,,,
1988-06-12,0.0,0.0,,,24.4,34.9,70,,,
1988-06-13,0.0,0.0,,,24.4,35.0,70,,,
1988-06-14,0.0,0.0,,,24.4,35.1,70,,,
1988-06-15,0.0,0.0,,,24.4,35.1,70,,,
1988-06-16,0.0,0.0,,,24.4,35.2,69,,,
1988-06-17,0.0,0.0,,,24.4,35.2,69,,,
1988-06-18,0.0,0.0,,,24.4,35.3,69,,,
1988-06-19,0.0,0.0,,,24.4,35.4,69,,,
1988-06-20,0.0,0.0,,,24.4,35.4,69,,,
1988-06-21,0.0,0.0,,,24.4,35.4,69,,,
1988-06-22,0.0,0.0,,,24.4,35.5,69,,,
1988-06-23,0.0,0.0,,,24.4,35.5,69,,,
1988-06-24,0.0,0.0,,,24.4,35.6,69,,,
1988-06-25,0.0,0.0,,,24.4,35.6,69,,,
1988-06-26,0.0,0.0,,,24.7,35.6,69,,,
1988-06-27,0.0,0.0,,,24.7,35.6,69,,,
1988-06-28,0.0,0.0,,,24.7,35.6,69,,,
1988-06-29,0.0,0.0,,,24.7,35.6,69,,,
1988-06-30,0.0,0.0,,,24.7,35.7,69,,,
1988-07-01,0.0,0.0,,,24.7,35.7,69,,,
1988-07-02,0.0,0.0,,,24.7,35.7,69,,,
1988-07-03,0.0,0.0,,,24.7,35.7,69,,,
1988-07-04,0.0,0.0,,,24.7,35.8,69,,,
1988-07-05,0.0,0.0,,,24.7,35.8,69,,,
1988-07-06,0.0,0.0,,,24.7,35.8,69,,,
1988-07-07,0.0,0.0,,,24.7,35.8,69,,,
1988-07-08,0.0,0.0,,,24.7,35.8,69,,,
1988-07-09,0.0,0.0,,,24.7,35.9,69,,,
1988-07-10,0.0,0.0,,,24.7,35.9,69,,,
1988-07-11,0.0,0.0,,,24.7,35.9,69,,,
1988-07-12,0.0,0.0,,,24.7,36.0,69,,,
1988-07-13,0.0,0.0,,,24.7,36.0,69,,,
1988-07-14,0.0,0.0,,,24.7,36.0,69,,,
1988-07-15,0.0,0.0,,,24.7,36.1,68,,,
1988-07-16,0.0,0.0,,,24.7,36.1,68,,,
1988-07-17,0.0,0.0,,,24.7,36.2,68,,,
1988-07-18,0.0,0.0,,,24.7,36.3,68,,,
1988-07-19,0.0,0.0,,,24.7,36.3,68,,,
1988-07-20,0.0,0.0,,,24.7,36.3,68,,,
1988-07-21,0.0,0.0,,,24.7,36.4,68,,,
1988-07-22,0.0,0.0,,,24.7,36.4,68,,,
1988-07-23,0.0,0.0,,,24.7,36.5,68,,,
1988-07-24,0.0,0.0,,,24.7,36.6,67,,,
1988-07-25,0.0,0.0,,,24.7,36.6,67,,,
1988-07-26,0.0,0.0,,,24.7,36.7,67,,,
1988-07-27,0.0,0.0,,,24.7,36.8,67,,,
1988-07-28,0.0,0.0,,,24.7,36.8,67,,,
1988-07-29,0.0,0.0,,,24.7,36.8,67,,,
1988-07-30,0.0,0.0,,,24.7,36.9,67,,,
1988-07-31,0.0,0.0,,,24.7,36.9,67,,,
1988-08-01,0.0,0.0,,,24.7,36.9,67,,,
1988-08-02,0.0,0.0,,,24.8,37.0,67,,,
1988-08-03,0.0,0.0,,,25.2,37.1,68,,,
1988-08-04,0.0,0.0,,,25.2,37.1,68,,,
1988-08-05,0.0,0.0,,,25.2,37.2,68,,,
1988-08-06,0.0,0.0,,,25.2,37.3,68,,,
1988-08-07,0.0,0.0,,,25.2,37.3,68,,,
1988-08-08,0.0,0.0,,,25.6,37.3,69,,,
1988-08-09,0.0,0.0,,,25.6,37.4,68,,,
1988-08-10,0.0,0.0,,,25.6,37.4,68,,,
1988-08-11,0.0,0.0,,,25.6,37.5,68,,,
1988-08-12,0.0,0.0,,,25.8,37.6,69,,,
1988-08-13,0.0,0.0,,,25.8,37.6,69,,,
1988-08-14,0.0,0.0,,,25.8,37.7,68,,,
1988-08-15,0.0,0.0,,,25.8,37.7,68,,,
1988-08-16,0.0,0.0,,,25.8,37.8,68,,,
1988-08-17,0.0,0.0,,,25.8,37.9,68,,,
1988-08-18,0.0,0.0,,,25.8,37.9,68,,,
1988-08-19,0.0,0.0,,,25.8,37.9,68,,,
1988-08-20,0.0,0.0,,,25.8,38.0,68,,,
1988-08-21,0.0,0.0,,,25.8,38.1,68,,,
1988-08-22,0.0,0.0,,,25.8,38.2,68,,,
1988-08-23,0.0,0.0,,,25.8,38.3,67,,,
1988-08-24,0.0,0.0,,,25.8,38.4,67,,,
1988-08-25,0.0,0.0,,,25.8,38.4,67,,,
1988-08-26,0.0,0.0,,,25.8,38.5,67,,,
1988-08-27,0.0,0.0,,,25.8,38.5,67,,,
1988-08-28,0.0,0.0,,,25.8,38.5,67,,,
1988-08-29,0.0,0.0,,,25.8,38.6,67,,,
1988-08-30,0.0,0.0,,,25.8,38.6,67,,,
1988-08-31,0.0,0.0,,,25.8,38.7,67,,,
1988-09-01,0.0,0.0,,,25.8,38.8,66,,,
1988-09-02,0.0,0.0,,,25.8,38.9,66,,,
1988-09-03,0.0,0.0,,,25.8,38.9,66,,,
1988-09-04,0.0,0.0,,,25.8,39.0,66,,,
1988-09-05,0.0,0.0,,,25.8,39.1,66,,,
1988-09-06,0.0,0.0,,,25.8,39.1,66,,,
1988-09-07,0.0,0.0,,,25.8,39.2,66,,,
1988-09-08,0.0,0.0,,,25.8,39.3,66,,,
1988-09-09,0.0,0.0,,,25.8,39.3,66,,,
1988-09-10,0.0,0.0,,,25.8,39.4,65,,,
1988-09-11,0.0,0.0,,,25.8,39.5,65,,,
1988-09-12,0.0,0.0,,,25.8,39.5,65,,,
1988-09-13,0.0,0.0,,,25.9,39.5,66,,,
1988-09-14,0.0,0.0,,,26.1,39.6,66,,,
1988-09-15,0.0,0.0,,,26.1,39.7,66,,,
1988-09-16,0.0,0.0,,,26.1,39.8,66,,,
1988-09-17,0.0,0.0,,,26.1,39.9,65,,,
1988-09-18,0.0,0.0,,,26.1,40.0,65,,,
1988-09-19,0.0,0.0,,,26.1,40.1,65,,,
1988-09-20,0.0,0.0,,,26.1,40.2,65,,,
1988-09-21,0.0,0.0,,,26.1,40.2,65,,,
1988-09-22,0.0,0.0,,,26.6,40.3,66,,,
1988-09-23,0.0,0.0,,,26.7,40.4,66,,,
1988-09-24,0.0,0.0,,,26.7,40.5,66,,,
1988-09-25,0.0,0.0,,,26.7,40.5,66,,,
1988-09-26,0.0,0.0,,,26.7,40.6,66,,,
1988-09-27,0.0,0.0,,,26.7,40.6,66,,,
1988-09-28,0.0,0.0,,,26.7,40.6,66,,,
1988-09-29,0.0,0.0,,,26.7,40.6,66,,,
1988-09-30,0.0,0.0,,,26.7,40.8,65,,,
1988-10-01,0.0,0.0,,,0.0,0.0,,,,
1988-10-02,0.0,0.0,,,0.0,0.1,0,,,
1988-10-03,0.0,0.0,,,0.0,0.2,0,,,
1988-10-04,0.0,0.0,,,0.0,0.3,0,,,
1988-10-05,0.0,0.0,,,0.0,0.4,0,,,
1988-10-06,0.0,0.0,,,0.0,0.6,0,,,
1988-10-07,0.0,0.0,,,0.0,0.7,0,,,
1988-10-08,0.0,0.0,,,0.0,0.7,0,,,
1988-10-09,0.0,0.0,,,0.0,0.8,0,,,
1988-10-10,0.0,0.0,,,0.0,0.8,0,,,
1988-10-11,0.0,0.0,,,0.0,0.9,0,,,
